pid,Original_ID,SampleID,Sampling_Week,Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,F2,Lineage,Paired_Sample_Num,total_samples
T0453,S0453-01,MFS-715,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0081510664311914,2,1,2
T0453,S0453-05,MFS-832,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0081681879231422,2,2,2
T0455,S0455-01,MFS-716,1,4.1.1.2,4.1.i1.2.1,xtype,,4,0.0090136000254801,4,1,2
T0455,S0455-08,MFS-833,8,4.1.1.2,4.1.i1.2.1,xtype,,4,0.0125702944095269,4,2,2
T0456,S0456-01,MFS-717,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0061026065370293,4,1,2
T0456,S0456-08,MFS-834,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0057880550432685,4,2,2
T0457,S0457-01,MFS-835,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0477267455346787,2,1,2
T0457,S0457-06,MFS-836,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0121853374786881,2,2,2
T0458,S0458-01,MFS-837,1,2.2.1.1,2.2.1.1.1,"beijing,dassie,mungi","lin2.2.1,pacific_RD150",,0.0080913850547358,2,1,3
T0458,S0458-08,MFS-893,8,2.2.1.1,2.2.1.1.1,"beijing,dassie,mungi","lin2.2.1,pacific_RD150",,0.0078345498783454,2,2,3
T0459,S0459-01,MFS-839,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0074295782122312,4,1,3
T0459,S0459-08,MFS-841,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0088811572971983,4,2,3
T0461,S0461-01,MFS-842,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0080943098486958,2,1,2
T0461,S0461-08,MFS-843,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0084601040337619,2,2,2
T0462,S0462-01,MFS-844,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0117647058823529,4,1,2
T0462,S0462-08,MFS-845,8,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0112659445703112,4,2,2
T0464,S0464-01,MFS-846,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0076433555695835,2,1,2
T0464,S0464-04,MFS-847,4,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0091511517828968,2,2,2
T0465,S0465-01,MFS-848,1,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0215124494469619,3,1,2
T0465,S0465-05,MFS-849,5,3,3.1.1,"east_african_indian,ghana,mungi",,,0.007918831972284,3,2,2
T0466,S0466-01,MFS-850,1,4.4.1.1,4.2.1.2.2.1.1,"stype,indo_oceanic",,4,0.006721830626213,4,1,2
T0466,S0466-06,MFS-851,6,4.4.1.1,4.2.1.2.2.1.1,"stype,indo_oceanic",,4,0.0075018033181053,4,2,2
T0467,S0467-01,MFS-852,1,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0125972076947564,3,1,2
T0467,S0467-04,MFS-853,4,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0106468948240332,3,2,2
T0468,S0468-01,MFS-854,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0106840524303659,4,1,2
T0468,S0468-05,MFS-855,5,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0111793196665915,4,2,2
T0469,S0469-01,MFS-856,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0081586469747498,2,1,2
T0469,S0469-07,MFS-857,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0072093351195092,2,2,2
T0470,S0470-01,MFS-858,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0083632475368517,2,1,2
T0470,S0470-08,MFS-859,8,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0090704834817342,2,2,2
T0471,S0471-01,MFS-860,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0084722501784113,2,1,2
T0471,S0471-08,MFS-861,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0078553931919925,2,2,2
T0472,S0472-01,MFS-862,1,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0073566228864152,4,1,2
T0472,S0472-08,MFS-863,8,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0081442346992839,4,2,2
T0474,S0474-01,MFS-864,1,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0086420346642948,2,1,2
T0474,S0474-07,MFS-865,7,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.007815175382809,2,2,2
T0475,S0475-01,MFS-866,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0079491255961844,2,1,2
T0475,S0475-06,MFS-867,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0077942998760842,2,2,2
T0477,S0477-01,MFS-868,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0087478707740277,2,1,2
T0477,S0477-06,MFS-869,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0080526779348236,2,2,2
