SampleID,Total_Reads_after_fastp,Keep_Reads_Kraken_Standard_DB,Keep_Proportion_Kraken_Standard_DB,Unclassified_Proportion_Kraken_Custom_DB,NTM_Reads,NTM_Proportion
MFS-817,4077492,4031015,0.988601571750478,0.0044,28267,0.006932447690884495
MFS-818,4224032,4173585,0.9880571454004136,0.0046,29633,0.007015335111097643
MFS-819,4807987,4742101,0.9862965519665506,0.0056999999999999,36982,0.007691784524375794
MFS-82,5303432,5184281,0.977533227540204,0.0173,36948,0.0069668094169963906
MFS-820,4406209,4343197,0.9856992711875446,0.0056,34258,0.007774937593745553
MFS-821,4767527,4669456,0.9794293771173188,0.0127,36748,0.0077079794199382615
MFS-822,4267811,4209406,0.986314998485172,0.0038,33072,0.007749171647947859
MFS-823,4584670,4519236,0.9857276532443991,0.0044,38375,0.00837028619289938
MFS-824,4226734,4176222,0.98804940173666,0.0033,30120,0.0071260694427423155
MFS-825,5263883,5196805,0.9872569356119808,0.0042,40058,0.00760997157421622
MFS-826,4877992,4822257,0.988574192003595,0.0038,34335,0.007038756931130678
MFS-828,4401887,4348931,0.9879697048106868,0.0034999999999999,35058,0.007964311669063745
MFS-829,4695764,4608349,0.981384285922376,0.0089,38751,0.008252331250037267
MFS-83,5813852,5747550,0.9885958569292784,0.0068,36100,0.0062093083896872505
MFS-830,4265870,4218304,0.9888496367681152,0.0038,30743,0.007206736257785633
MFS-831,5001393,4950178,0.9897598529049808,0.0034999999999999,33001,0.006598361696431374
MFS-832,4075351,4026337,0.987973060479944,0.0039,28937,0.007100492693758158
MFS-833,5139155,5084457,0.9893566160195596,0.0036,36552,0.007112453311877147
MFS-834,6672691,6613707,0.9911603879154602,0.0066,37805,0.005665630253221676
MFS-835,4755778,4708962,0.9901559744798852,0.0036,31337,0.006589247858079162
MFS-836,5761517,5680370,0.9859156885243938,0.0067,39996,0.006941921719574896
MFS-837,4938617,4887503,0.9896501388951604,0.0034999999999999,32430,0.00656661571448039
MFS-838,3995046,3948234,0.988282487861216,0.0046999999999999,26817,0.00671256350990702
MFS-839,9064155,8976596,0.9903400813423866,0.0055,58007,0.006399603713749378
MFS-84,6027886,5950589,0.9871767647895132,0.0079,42430,0.007038951964254135
MFS-840,5803328,5716171,0.9849815485183674,0.0069,40199,0.0069268874687076105
MFS-841,6050566,5976899,0.9878247754011772,0.0055,41238,0.006815560726054389
MFS-842,6080440,6007531,0.9880092559091118,0.0044,42409,0.006974659728572275
MFS-843,5743223,5680061,0.9890023424129624,0.0038,40065,0.006976048117929601
MFS-844,4121720,4074706,0.9885935968479178,0.0033,29634,0.007189716914297915
MFS-845,6650442,6571988,0.9882031901037556,0.0046,47082,0.007079529450824472
MFS-846,6630357,6553100,0.9883479878986908,0.0051,43624,0.006579434561366756
MFS-847,6475104,6410391,0.9900058748091152,0.0038,42923,0.00662892827667324
MFS-848,5645422,5587695,0.9897745465263712,0.0034999999999999,37606,0.006661326646617383
MFS-849,6903946,6817336,0.9874550003722508,0.0062,46209,0.006693128828064414
MFS-85,5878252,5802187,0.9870599286998925,0.008,41768,0.007105513679917091
MFS-850,5488383,5419566,0.9874613342399756,0.004,39900,0.007269900806849668
MFS-851,4588425,4505236,0.9818698137160354,0.0111,30793,0.0067110173970371095
MFS-852,5046620,5005644,0.9918805061605588,0.004,29969,0.0059384300779531645
MFS-853,5592470,5514731,0.986099344296885,0.0079,38110,0.006814520238821129
MFS-854,6164529,6098919,0.9893568511073596,0.0033,45623,0.007400889832783656
MFS-855,7341500,7258689,0.9887201525573792,0.005,50608,0.006893414152421167
MFS-856,5738280,5671432,0.9883505161825494,0.0045,38997,0.006795938852757272
MFS-857,6395347,6330428,0.9898490261748112,0.0032,43775,0.006844820148148334
MFS-858,6118342,6047441,0.988411729844458,0.0037,43532,0.007114999455734903
MFS-859,6854850,6782780,0.9894862761402512,0.0034,46813,0.006829179340175204
MFS-86,3711186,3660430,0.9863235095195984,0.0091,25105,0.006764683850391762
MFS-860,6095573,6015552,0.986872275994398,0.0064,40425,0.006631862172760461
MFS-861,8170339,8046582,0.9848528928848608,0.0091,53198,0.006511112941580514
MFS-862,4773437,4719775,0.988758205041776,0.0034,35274,0.0073896439818939685
MFS-863,7619277,7477198,0.9813526926504968,0.0113,52255,0.0068582622734414305
MFS-864,9525975,9430157,0.98994139707484,0.0044,62537,0.006564892307611557
MFS-865,9319868,9230321,0.9903918167081336,0.0043,59530,0.006387429521533996
MFS-866,7917949,7838029,0.9899064770434868,0.0033,52597,0.006642755592388887
MFS-867,9265313,9158147,0.9884336341362672,0.0055,62114,0.006703928944440409
MFS-868,8160944,8074616,0.9894218119864564,0.0045,53492,0.006554633875688891
MFS-869,8141087,8055052,0.9894320009109348,0.0037,53991,0.006631915369532349
MFS-87,6295224,6227804,0.9892902937210812,0.0067,37531,0.005961821215575491
MFS-88,4521251,4456665,0.9857150156007708,0.0056,44735,0.009894385425626668
MFS-89,4112811,4051191,0.985017546393452,0.0068,34358,0.008353897127779517
MFS-9,4706473,4659468,0.9900126910321168,0.0056999999999999,23399,0.004971663494085699
MFS-90,6321197,6225591,0.9848753329472252,0.0113,36488,0.005772324450574788
MFS-91,5520329,5448832,0.9870484168606616,0.0083,34535,0.006255967714967713
MFS-92,4871389,4823820,0.9902350233167584,0.0046999999999999,33551,0.006887357999946216
MFS-93,5209673,5155306,0.9895642202495244,0.006,30352,0.00582608543760808
MFS-94,5770671,5708213,0.9891766486081082,0.0069,35746,0.006194426956587891
MFS-95,5583285,5511637,0.9871674112999784,0.0076,35904,0.006430622832257354
MFS-96,6099992,6038130,0.989858675224492,0.0053,40435,0.006628697217963565
MFS-97,5260362,5196207,0.9878040712787448,0.0078,32621,0.006201284246217275
MFS-98,5982986,5928060,0.9908196342094064,0.0052,35505,0.005934327775461951
MFS-99,4559378,4510388,0.989255113307122,0.0053,33457,0.007338062340959666
