covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,Indel
smear_pos_no_contam_sputum_specimen_1,0.529618585924878,1.698284435485184,0.4190803211539981,1.39777322287619,1.1060398307594528,1,0.2063147778438662,4.046179986795803,0.46300148809216435,35.35965414065358,Rv0888
TTP_baseline,0.16285177306252624,1.1768622340744903,0.28259538934095785,0.4975448229222556,0.8633855825094916,1,0.5644314343637503,1.6446783331234147,0.302806944449823,8.932974850891647,Rv0888
RIF_pred_MIC_high,1.3429983759227244,3.830511617724878,0.481836671262303,2.8042136082186286,1.006086808976351,1,0.005315775402138024,16.514084258332044,2.2986447205062808,118.64163977077071,espK
smoked_substance_use,0.19519145221944068,1.2155436827498018,0.26783458693005785,0.3999559259957437,0.5488049246586304,1,0.4661386186154224,1.4917589484021236,0.5088093142201995,4.373632121000712,espK
screen_years,-0.08407406266221862,0.919363163090177,0.2626839061344697,-0.0065864380208810695,0.02057889451338628,1,0.748924429699052,0.9934352050191042,0.9541634126575798,1.03432335958319,espK
Indel_Change,5.846873281260429,346.15037181251256,16.60685603055835,279.08310328676885,792.6788719193348,1,0.7247813643872751,1.600485522040975e+121,0.0,inf,espK
Lineage_2,1.2288531475064006,3.4173081397263254,0.4996002839940155,2.4555822240876615,0.9983370096046907,1,0.013906379775454808,11.653216357392619,1.646871851312163,82.45781319536474,espK
HIV_High_CD4,0.014894579124507625,1.0150060561482857,0.231484954940925,0.03834988661271348,0.5960169602863502,1,0.9486966245846037,1.0390947346195774,0.32309079708898936,3.341840365749388,espK
bl_prevtb,0.17850818945068536,1.1954326731703162,0.23083396275197068,0.36577118207670056,0.47298900783799985,1,0.43933386970762267,1.4416253351962105,0.5704839528085592,3.6430185228663348,espK
peth_value_baseline,-0.19273537574385502,0.8247001809383523,0.33118200781371776,-0.0005818932693629108,0.000999881731815606,1,0.5605922117605087,0.9994182759976923,0.9974616017427633,1.001378788569939,espK
high_lung_involvement,0.25792971915301516,1.2942478545923315,0.2615262523624916,0.5234823765190338,0.5307817360418868,1,0.32401147549553466,1.6878953140691393,0.5964077450896554,4.776917494302965,espK
underweight,0.27152588590628024,1.311964832815634,0.2509298024754064,0.5470633250633902,0.5055668694036677,1,0.279217397531617,1.7281704836990466,0.641574780281008,4.655066427985971,espK
